"001","002","003","004","005"
"Metrowide Auto Parts","44.29762294285712","-79.3515443801879"," 905-722-3223","L0E 1R0 "
"Chippewas of Georgina Island First Nation","44.39282494370099","-79.3120193481445"," 7054371337","L0E 1R0 "
"New Tecumset Public Library","44.151823","-79.877224"," 7054350250","L9R 1V6 "
"Habitat Huronia","44.142408","-79.864231"," 705-435-0336","L9R 2B7 "
"Best Buy - Orillia (Monarch Drive)","44.609016","-79.454078"," (705) 325-0519","L3V 8A2 "
"H4H Gateway North","44.595363","-79.419545"," 7053273279","L3V 6Y3 "
"City of Orillia","44.591213","-79.409579"," 7053252444","L3V 6Z9 "
"Coldwater Home Hardware","44.69853","-79.558283"," 7056863375","L0K 1E0 "
"Team Red's Thrift store","44.700719","-79.888561"," 7052450898","L4R 4K4 "
"Best Buy Canada - Newmarket (Green Lane East)","44.074244","-79.47922"," (905) 954-1262","L3Y 4V8 "
"966472 ontario inc.","44.31325","-79.20071"," 7054372397","L0E 1N0 "
"Staples (Yonge Street)","44.061737","-79.482202"," 905-898-3956","L3Y 8S1 "
"Habitat For Humanity South Georgian Bay","44.491965","-80.181362"," 7054469740","L9Y 5A6 "
"Salvation Army - Newmarket Thrift Store","44.056417","-79.473337"," 905-830-1656","L3Y 2N1 "
"Staples (Hwy #7)","43.851004","-79.352349"," 905-479-3101","L3R 0J5 "
"Markham HHW Depot","43.839401","-79.344867"," 866-665-6752","L3R 9R8 "
"Best Buy Canada - Markham (Highway 7)","43.86856942","-79.29004669"," (905) 754-3025","L3R 4M9 "
"DCR Systems Group Inc.","43.87336477326504","-79.3890523910522"," 9055088002 ext 224","L4B 0B5 "
"Toronto Kaiteur Lions Club","43.811252","-79.304167"," 905-430-3314","M1V 5E9 "
"Bigtech Cli Inc.","43.854158","-79.258867"," 905-695-0100","L3S 4M4 "
"Staples (Elgin Mills)","43.901163","-79.384861","","L4S 0B2 "
"Best Buy Canada - Richmond Hill (High Tech Rd)","43.842893","-79.414799"," (905) 695-3906","L4B 0A6 "
"Staples (Markham Road)","43.853625","-79.25497"," 905-472-0746","L3S 3J9 "
"Staples (Red Maple Road)","43.840399","-79.421508"," 905-882-6995","L4B 4M6 "
"Salvation Army - Markham Thrift Store","43.894336","-79.264621"," 905-472-6506","L6E 1B2 "
"NESA - National Electronic Service Assoc.","43.8273205","-79.252277"," 4163666372 ext 225","M1V 5L8 "
"Jerrett Life Celebrations","43.81656038","-79.42456157"," 9058894390","L4J 1W3 "
"Salvation Army - Richmond Hill Thrift Store","43.885983","-79.440778"," 905 737-7164","L4C 3C8 "
"Staples (McCowan Road)","43.793835","-79.260654"," 416-292-4570","M1S 4K1 "
"Best Buy Canada - Scarborough (Progress Ave)","43.778822","-79.258689"," (416) 296-7020","M1P 5J1 "
"Staples (Victoria Park / Ellesmere)","43.759051","-79.310014","","M1R 4B7 "
"The City of Vaughan","43.83276411","-79.47157958"," 905-832-8585","L4J 9B3 "
"Best Buy- North York (Yonge Street)","43.767966","-79.412439"," (416) 642-7980","M2N 6Z4 "
"Salvation Army - Scarborough Centre Thrift Store","43.75737936","-79.27772999"," 416-751-8050","M1P 2L4 "
"Staples (Stouffville)","43.956916","-79.278343","","L4A 7X5 "
"Staples (Ajax)","43.859547","-79.025363","","L1S 7L8 "
"Best Buy Canada - Ajax (Kingston Rd)","43.861302","-79.026848"," (905) 619-6977","L1T 4K8 "
"Habitat For Humanity Durham Inc","43.860219","-79.007925"," 9054287434","L1Z 1E2 "
"Pickering High School","43.861942","-79.058776"," 9056834761","L1T 2W7 "
"Staples (Pickering Parkway)","43.843429","-79.066937","","L1V 7K3 "
"McPherson Transfer Limtied","43.821693","-79.060011"," 9058392099","L1W 3E9 "
"Staples (Taunton Road)","43.913238","-78.966546"," 905-655-6700","L1R 0H4 "
"Best Buy Canada - Whitby (Victoria St E)","43.865599","-78.904751"," (905) 674-1055","L1N 9W4 "
"Source I.T. Inc.","43.86048678","-78.89257085"," 905-425-4251","L1N 9A8 "
"Skyview Electronics Inc.","43.96058","-78.958154"," 905-655-3661","L1M 1A2 "
"Community iving Oshawa Clarington","43.871408","-78.83785558"," 9055763011 ext 309","L1H 3Y1 "
"Staples (Milner Avenue)","43.80045","-79.197669","","M1B 5N7 "
"Region of Durham","43.941571678652245","-78.8744115829467"," 9055795056 ext 2243","L1H 7K5 "
"Best Buy - Oshawa (Harmony Road North)","43.941969","-78.850493"," (905) 433-4455","L1H 7K5 "
"Courtice Auto Wreckers","43.984964","-78.907862"," 905-802-1370","L1H 7K4 "
"Community Living Peterborough","44.30466181","-78.31990944"," 7057432412 ext 324","K9H 7E7 "
"Staples (Park Street South)","44.288733","-78.323024","","K9J 3R8 "
"Staples (Chemong Road)","44.329316","-78.341236","","K9H 7J6 "
"Habitat For Humanity Peterborough and District","44.28325","-78.326461"," 7057428572","K9J 1W1 "
"Habitat ReStore Peterborough","44.283504","-78.336507","","K9J 5T9 "
"Best Buy - Peterborough (Lansdowne Street West)","44.281196","-78.347307"," (705) 741-2081","K9J 7M2 "
"The City Of Kawartha Lakes","44.186172","-78.273769"," 7053249411 ext 2360","K0L 1B0 "
"Omemee and District Lions Club","44.298884","-78.559769"," 705-243-2415","K0L 2W0 "
"The Townships of Alnwick Haldimand","44.166885","-78.12822"," 9053492822 ext 32","K0K 2X0 "
"County of Northumberland","44.088382","-78.320103"," 9053723329","K0L 1E0 "
"Lindsay Iron and Metal","44.332166","-78.710569"," 7053280904","K9V 4R4 "
"Technology Alliance Group of Kawartha Lakes","44.346324","-78.734497","","K9V 4S1 "
"Kawartha Lakes Business Equipment","44.35409728","-78.74084712"," 7053242303","K9V 5G6 "
"Staples (Kent Street Centre)","44.350649","-78.756033","","K9V 2Z7 "
"Bibles For Missions Cobourg","43.971934","-78.196343"," 2892522299","K9A 5J3 "
"Staples (Elgin Street West)","43.971915","-78.196434","","K9A 5W4 "
"Habitat ReStore Northumberland","43.97262","-78.165892"," 905-373-4663","K9A 0A6 "
"Habitat ReStore Cobourg","43.97262","-78.165892"," 905-373-4663","K9A 4K5 "
"382023 Ontario Ltd.","43.9632504","-78.17784229"," 905-377-5079","K9A 3C3 "
"Salvation Army - Fenelon Falls Thrift Store","44.530728","-78.740019"," (705) 887-1490","K0M 1N0 "
"Fenelon Falls home hardware","44.535828","-78.73682"," 7058872621","K0M 1N0 "
"Bibles for Missions Belleville","44.167505","-77.384152"," 6139625665","K8N 3B3 "
"Holy Rosary Catholic School","44.178756972181695","-77.3843157291412"," 6139622305","K8P 2T4 "
"Staples (Bell Boulevard)","44.186621","-77.404111","","K8P 5L2 "
"Best Buy Canada - Belleville (Bell Blvd)","44.185947","-77.406721"," (613) 962-3495","K8P 5L8 "
"GFL Belleville","44.1916","-77.387459"," 613-932-3671","K8N 4Z6 "
"Students for Africa in Mutual Empowerment for International Development","44.12272291438944","-77.5785934925079"," 613-438-1233","K8V 2V2 "
"Township of Tyendinaga","44.254113767175205","-77.2037816047668"," 6133961944","K0K 3A0 "
"Township of Tudor and Cashel","44.258711","-77.609587"," 6134742583","K0K 1Y0 "
"Pare's Home Hardware","44.057811","-77.759612"," 6134752471","K0K 1H0 "
"OSPCA L&A","44.261828","-76.961349"," 6133542056","K7R 3Z8 "
"Marmora and Lake, Municipality of","44.49993368729936","-77.6434707641601"," 613-472-2629 ext 2227","K0K 2M0 "
"Boulton Septic / Larmon's Lawn Care","44.213393","-76.823592"," 6133536939","K0H 1K0 "
"Corporation of the Township of Stone Mills","44.406868103611345","-76.9051551818847"," 613-378-2475","K0K 1N0 "
"Loyalist Township Emergency Services","44.1841158706094","-76.7766371369361"," 6133863762","K0H 1G0 "
"Staples (Queen Street)","44.23266","-76.483373","","K7K 1A5 "
"Canada Computers","44.232857","-76.490624"," 613-572-1164","K7L 1B6 "
"Canadian Tire Kingston #694","44.2580716","-76.461304"," 613-546-1922","K7K 0C3 "
"Staples (Gardiners Road)","44.24268","-76.567758","","K7M 3X9 "
"Best Buy Canada - Kingston (Gardiners Rd)","44.250029","-76.568174"," (613) 887-2599","K7M 3X9 "
"Colborne's TV & Stereo Ltd","44.259946","-76.565737"," 6133898877","K7P 1N3 "
"Winmar - Kingston","44.267992","-76.563773"," 613-542-0000","K7P 2E4 "
"JKL Micro Distribution Inc.","44.267662","-76.568953"," 6133848980","K7P 2T5 "
"South Frontenac, Township of","44.419934","-76.58995"," 6133763900 ext 4330","K0H 2T0 "
"Twp. Leeds and The Thousand Islands","44.38889961515307","-76.0446166992187"," 6136592415 ext 216","K0E 1L0 "
"TS Computing","44.796319","-76.098066"," 613-812-1539","K0G 1L0 "
"Rideau Environmental Action League","44.90189405330957","-76.0161852836608"," 6132672257","K7A 5A5 "
"Township of Rideau Lakes","44.745757885700236","-76.1687278747558"," 6139282251","K0G 1V0 "
"The Garbage Gofer","44.887029","-76.249398"," 613-812-5128","K7H 3N1 "
"Merrickville-Wolford, Village of","44.84747173108918","-75.8686637878418"," 6132693525 ext 236","K0G 1N0 "
"Tay Valley Township","44.88883678171111","-76.3188457489013"," 6132675353 ext 132","K7H 3C6 "
"Township of Drummond / North Elmsley","44.98732386804948","-76.2158489227294"," 6132676500 ext 243","K7H 3C8 "
"GFL Carleton Place (Beckwith) Transfer Station","45.087647","-76.08133"," 613-932-3671","K7C 3P2 "
"Township of Lanark Highlands","45.01481658592836","-76.391372680664"," 6132592398 ext 249","K0G 1K0 "
"Town of Carleton Place","45.14174582671002","-76.1427211761474"," 613-257-6248","K7C 2V8 "
"Staples (McNeely Avenue)","45.150602","-76.140409","","K7C 0A8 "
"Canadian Tire Brockville","44.604811","-75.69906"," 613-342-5841","K6V 7J5 "
"Greater Ashton Community Association","45.176245","-76.001524"," 6138784366","K0A 1B0 "
"Eastern Independent Telecommunications Ltd.","44.592591","-75.700927"," 6133429652 ext 248","K6V 5J9 "
"Robin Hood Recycling","45.221558768718836","-76.1866021156311"," 6136988139","K0A 1A0 "
"Corporation of the Town of Mississippi Mills","45.23353163747148","-76.1828577518463"," 6132562064 ext 229","K0A 1A0 "
"Township of Central Frontenac","44.728442603926126","-76.6617393493652"," 6132792935 ext 228","K0H 2P0 "
"City of Ottawa","45.227452954263995","-75.7504749298095"," 6135802424 ext 21398","K0A 2Z0 "
"Staples (Barrhaven)","45.27028","-75.74192","","K2J 5G4 "
"Township of North Dundas","45.155823","-75.281057"," 6137745157","K0C 1H0 "
"Habitat Restore Ottawa West","45.329754","-75.722415"," 613 225 8400","K2G 0A7 "
"Best Buy Canada - Ottawa West (Nepean)","45.343822","-75.729239"," (613) 212-0146","K2G 3K2 "
"Foxy Recycle","45.33659804","-75.79910525"," 6137263699 ext 102","K2H 7T3 "
"Staples (South Keys)","45.357267","-75.654163","","K1V 1J5 "
"Staples (Merivale Road)","45.353178","-75.734787","","K2G 3J4 "
"Staples (Campeau Drive)","45.307368","-75.919486","","K2T 1B7 "
"Best Buy Canada - Kanata (Kanata Ave)","45.312183","-75.908972"," (613) 287-3912","K2T 1H9 "
"The Computer Dr.","45.26750588266793","-75.3002446889877"," 6134433822","K0A 1W1 "
"GFL Russell / Vars Transfer Station","45.26826166","-75.27784958"," 613-932-3671","K0A 1W0 "
"BFI Canada Inc - Gloucester","45.38353169397952","-75.6006789207458"," 613-749-1077 ext 4529","K1G 3V7 "
"Habitat Restore Ottawa East","45.390126","-75.614083"," 613 744 7769","K1G 4H9 "
"Staples (Bank Street)","45.413053","-75.694328","","K2P 1Y6 "
"GFL Lafleche, Moosecreek","45.261242","-74.970926"," 613-932-3671","K0C 1W0 "
"Township of North Glengarry","45.31377044018541","-74.6487522125244"," 6135255112","K0C 1A0 "
"Township of South Glengarry","45.182626692682234","-74.6527433395385"," 6139303445","K0C 1S0 "
"Habitat ReStore Seaway Valley","45.110788","-74.875597"," 613 938 0413","K0C 2A0 "
"Beaver Brook Landfill","45.18796536","-74.64008331"," (613) 525-1533 ext 230","K0C 2J0 "
"Siliconlite Sysetms Inc","45.147803","-75.091615"," 6136867593","K0C 1K0 "
"Cornwall, City of","45.04551029301275","-74.8050498962402"," 613-936-6072","K0C 1P0 "
"Staples (9th Street East)","45.028956","-74.734397","","K6H 6R3 "
"City of Clarence-Rockland","45.46344165671069","-75.1619338989257"," 613-446-6022","K0A 1E0 "
"Carl's Sanitation Services","45.38008033861469","-75.3516411781311"," 613-835-3600","K4B 1J1 "
"Best Buy Canada - Ottawa East (Coventry Rd)","45.421398","-75.648909"," (613) 212-0333","K1K 2C6 "
"Fisher Pharmacy Ltd","45.43839465","-75.65527352"," 6137468102","K1L 8H3 "
"BFI Canada Inc - Ottawa","45.42774765947124","-75.5029070377349"," 613-824-7289","K4B 1H9 "
"Best Buy - Orleans (Mer Bleue Road)","45.454688","-75.504061"," (613) 830-2706","K4A 0G2 "
"Staples (Orleans)","45.457879","-75.485998","","K4A 4C5 "
"Farley Foundation","45.321239273615504","-76.29159450531"," 6138513373","K0A 2X0 "
"Redi Recycling Inc.","45.4305431","-76.3740859"," 6137174290","K7S 0E3 "
"Corporation of the Township of McNab / Braeside","45.42797354655524","-76.5371131896972"," 613-623-5756 ext 227","K7S 3G8 "
"Township of Addington Highlands","44.81691551782855","-77.1871948242187"," 6133362286","K0H 1K0 "
"Greater Madawaska, Township","45.24576636872393","-77.2055625915527"," 6137522214","K0J 2R0 "
"Community Living Haliburton County","45.040085","-78.50949"," 705-457-2626","K0M 1S0 "
"Municipality of Dysart ET AL","45.05357527469864","-78.5395431518554"," 7054571740 ext 59","K0M 1S0 "
"Municipality of Highlands East","45.01869970323364","-78.3496856689453"," 613-339-2442","K0L 3C0 "
"Township of Algonquin Highlands","44.885637","-78.666159"," 7054892379","K0M 1J1 "
"Municipality of Hastings Highlands","45.08812660145438","-77.9983806610107"," 6133382811 ext 288","K0L 2S0 "
"The Corporation of the Township of Faraday","45.04920941075255","-77.890920639038"," 6133323638","K0L 1C0 "
"MatthewsMetal and Auto Recycling","44.287718","-78.980006"," 705-426-1313","L0K 1A0 "
"Waste Reduction Services","44.099944604932325","-78.9711856842041"," 9059851122","L9L 1B2 "
"Township of Seguin","45.37482000752662","-79.7727584838867"," 7057744703","P0C 1J0 "
"Township of Archipelago","45.159629","-79.938127"," 7057464243","P0C 1H0 "
"The Municipality of McDougall","45.35482930216365","-79.9990510940551"," 7053425252","P2A 2W9 "
"Township of McMurrich / Monteith","45.497202941621225","-79.4392204284668","","P0A 1L0 "
"Township of McKellar","45.49112619993269","-79.8627090454101"," 7053892842","P0G 1C0 "
"Intyre Electronic recycling","45.318033","-79.240677"," 7057898142","P1H 1X7 "
"Community Living Huntsville","45.332638","-79.227935"," 705-789-4543","P1H 1M1 "
"Staples (Bracebridge)","45.043248","-79.332108","","P1L 1R2 "
"Township of Perry","45.451589","-79.247381"," 7056365941","P0A 1J0 "
"Habitat ReStore Muskoka","44.998526","-79.323296","","P1L 1R1 "
"Corporation of the Township of Armour","45.62076121496671","-79.3865203857421"," 7053823332","P0A 1C0 "
"The Corporation of the Township of Carling","45.41243040685833","-80.1902389526367"," 7053425856 ext 423","P0G 1G0 "
"Municipality of Whitestone","45.648549","-79.850776"," 705-389-2466","P0A 1G0 "
"Ottawa Valley Waste Recovery Centre","45.59281011792054","-77.2701072692871"," 6137357537 ext 217","K0J 1T0 "
"Algonquins of Pikwakanagan","45.56550608151477","-77.2332859039306"," 6136252800 ext 236","K0J 1X0 "
"Township of South Algonquin","45.412754","-77.884959"," 6136372650 ext 203","K0J 2C0 "
"Corporation of the Town of Mattawa","46.30684641960131","-78.7233710289001"," 7057442424","P0H 1V0 "
"Township of Papineau-Cameron","46.314285","-78.705434"," 7057445610","P0H 1V0 "
"The Municipality of Calvin","46.314285","-78.705434"," 7057442700","P0H 1V0 "
"North Renfrew Landfill Operations Board","46.045476125024614","-77.4488067626953"," 6135849194","K0J 1P0 "
"Township of Strong","45.78332720254533","-79.3628311157226"," 7053845819 ext 207","P0A 1Z0 "
"Township of Machar","45.84482528025569","-79.4157028198242"," 7053860001","P0A 1X0 "
"The Corporation of the Town of Kearney","45.623616","-79.155291"," 705-636-7752","P0A 1M0 "
"Municipality of Powassan","46.0384459477818","-79.3370819091796"," 7057242813","P0H 1Z0 "
"North Road Non-Profit landfill Inc","45.930022","-79.720459"," 7057575427","P0H 1Y0 "
"Restoule none profit Landfill","45.988615","-79.646417"," 7057291492","P0H 2R0 "
"Powassan","46.08102","-79.3611619"," 7057243618","P0H 1Z0 "
"The Corporation of the Township of Nipissing","46.094118","-79.51857"," 7057242144","P0H 1W0 "
"Township of Chisholm","46.07775578728149","-79.1513442993164"," 7057245530","P0H 1Z0 "
"KD Recycling Inc.","46.19568078916757","-79.3545699119567"," 705-499-7460","P0H 1H0 "
"Municipality of Callander","46.216630591762716","-79.3610420823097"," 7057521410 ext 300","P0H 1H0 "
"Henvey Inlet First Nation","45.974691436350135","-80.5560106159828"," 705-857-1779","P0G 1J0 "
"Municipality of French River","46.12036936058586","-80.4085922241211"," 7058982294 ext 206","P0M 2N0 "
"Municipality of Killarney","45.980226463458436","-81.5032875537872"," 7052871040","P0M 2A0 "
"Town of Northeastern Manitoulin and the Islands","45.873756114719335","-81.859130859375"," 705-368-2093","P0P 1K0 "
"Riverside Enterprises, Ltd.: 476443 Ontario Ltd","46.246577","-81.75643"," 7058692447","P5E 1J1 "
"Earthcare Waste & Recycling","46.256321590140196","-81.7846298217773"," 7058694295","P5E 1M9 "
"Hamner Landfill Site","46.36967413","-81.36474609"," 705-671-2489","P3A 5P3 "
"St. Vincent De Paul Society St. Benedict Lebre Conference","46.52370737","-80.97321331"," 7058971461","P3A 2B4 "
"Staples (Kingsway Avenue)","46.505395","-80.938159","","P3B 0A2 "
"Best Buy Sudbury- Silver Hills Centre","46.502242","-80.942939","","P3B 4K6 "
"Staples (Notre Dame Avenue)","46.510368","-80.986199","","P3A 2T2 "
"City of Sudbury","46.49342900178936","-80.9022903442382"," 7056744455 ext 4327","P3A 5P3 "
"Haxxess Enterprise Corporation","46.460931","-81.011579"," 705-805-2666","P3E 2K8 "
"Society of St. Vincent de Paul","46.59608785437582","-81.0071754455566"," 7058971461","P3N 1K6 "
"Black2Green Tire Recycling","46.59926836","-81.02977478"," 7058972255","P3N 1B3 "
"Walden Landfill","46.38850393","-81.24544144"," 705-671-2489","P3A 5P3 "
"Corporation of the Municipality of St.-Charles","46.36256686303413","-80.4624938964843"," 705-867-2032","P0M 2W0 "
"Municipality of Markstay-Warren","46.427395","-80.374697"," 705-853-4536","P0H 2N0 "
"Best Buy - North Bay (Fisher Street)","46.312918","-79.44264"," (705) 472-2126","P1B 2H3 "
"City of North Bay - Household Hazardous Waste Depot","46.312733","-79.437415"," (705) 474-0400, ext. 2333","P1B 8G4 "
"8454850 Canada Ltd.","46.326271","-79.466261"," 705-845-0714","P1B 4Y2 "
"P&G AUTO SALES","46.32325","-79.487249"," 7054726527 ext 231","P1B 4V5 "
"Staples (Algonquin Avenue)","46.332381","-79.466241","","P1B 4Y8 "
"Car-go Auto Recyclers Ltd","46.271716","-79.410772"," 705-497-1602","P1A 4M5 "
"Township of Bonfield","46.20831919489548","-79.1295003890991"," 7057762659","P0H 1E0 "
"Municipality of West Nipissing","46.3862541723159","-79.8421096801757"," 7057536910","P2B 1T1 "
"Ddokis First Nation","46.126928091694445","-80.0499272346496"," 705-763-2200","P0M 2N1 "
"AVDisposall","46.382199","-82.642107"," 7058485500","P5A 2T1 "
"City of Elliot Lake","46.40151223901941","-82.665102481842"," 705-848-2287 ext 2702","P5A 2T1 "
"Corporation of the Town of Blind River","46.182449","-82.896117"," 7058493002","P0R 1B0 "
"Town of Spanish","46.190585991595555","-82.3616695404052"," 705-844-2300","P0P 2A0 "
"The Corporation of the Municipality of Huron Shores","46.27853","-83.222592"," 7058432033","P0R 1H0 "
"Town of Sables-Spanish Rivers","46.23780244949404","-82.0881271362304"," 7058652646 ext 229","P0P 1P0 "
"Sagamok Anishnawbek First Nation","46.214089","-82.078153"," 7058632805","P0P 1P0 "
"Community Living Algoma","46.517617","-84.331328"," 7052562805","P6B 2K6 "
"Habitat for Humanity Sault Ste. Marie & Area","46.537322","-84.33229"," 705-942-7443","P6B 4J8 "
"Best Buy - Sault Ste. Marie (Great Northern Road)","46.543131","-84.319128"," (705) 942-0722","P6B 4Z9 "
"City of Sault St. Marie","46.581518465658014","-84.3375778198242"," 7055417049","P6B 4T6 "
"Township of Macdonald, Meredith & Aberdeen Additional","46.462812241216206","-84.0249824523925"," 7052482441","P0S 1C0 "
"Town of Johnson Tarbutt","46.357516","-84.032865"," 7057826776","P0R 1E0 "
"Township of St. Joseph","46.281953155757925","-84.0121078491211"," 7052462625","P0R 1J0 "
"Township of Jocelyn","46.25086146787933","-83.8835334777832"," 7052462025","P0R 1G0 "
"Tri-Neighbours Board of Management","46.298485","-83.793793"," 705-842-2217","P0R 1C0 "
"The Corporation of the Municipality of Charlton and Dack","47.825013","-79.88293"," 7055447525","P0J 1H0 "
"Township of Chamberlain","47.88457848955055","-79.910774230957"," 7055448008","P0J 1H0 "
"Township of Armstrong","47.727967","-79.950753"," 705-563-2375","P0J 1E0 "
"The Corporation of the Township of Evanturel","47.822491299842525","-79.6956825256347"," 7055448200","P0J 1H0 "
"Township of Kerns","47.62386796667045","-79.8028850555419"," 7056475439","P0J 1P0 "
"Township of Hilliard","47.618381","-79.780992"," 7055632593","P0J 1S0 "
"JPL Storage","47.64974917657077","-80.1011037826538"," 8886722488","P0J 1M0 "
"Brethour, Township of","47.675584","-79.542384"," 7056471712","P0J 1A0 "
"Township of Harley","47.593198777144636","-79.6306228637695"," 705-647-5439","P0J 1P0 "
"Town of Kirkland Lake","48.144471","-80.03967"," 705-567-9365 ext 227","P2N 3P4 "
"Ferguson Highway Waste Services Board","48.11384975871469","-80.1905822753906"," 7056423709","P0K 1T0 "
"City of Temiskaming Shores","47.421699641459384","-79.7573089599609"," 7056723363 ext 4132","P0J 1K0 "
"Eco-Logix","47.42907437023944","-79.6519947052002"," 1705647232","P0J 1K0 "
"Township of Black River Matheson","48.4965876108066","-80.4424095153808"," 7052732313 ext 33","P0K 1N0 "
"Town of Iroquois Falls","48.86990906900766","-80.9062385559082"," 7052326391","P0K 1G0 "
"Hotchkiss Forestry Enterprises Inc","47.682638839619955","-81.7424011230468"," 705-894-3096","P0M 1W0 "
"Municipality of Wawa","47.935546","-84.826059"," 7058562244 ext 226","P0S 1K0 "
"Township of Dubreuilville","48.347093","-84.549438"," 7058842340","P0S 1B0 "
"Corporation Mattice - Val Cote","49.612586","-83.259634"," 7053646511","P0L 1T0 "
"Corporation of the Town of Hearst","49.70982855867803","-83.6471557617187"," 7053722816","P0L 1N0 "
"Township of Terrace Bay","48.78227","-87.101436"," 8078253315","P0T 2W0 "
"Pembina Recycling Center","49.240073","-98.538893","204-242-2838 ","R0G 1G0"
"Carman Waste Transfer","49.5040503","-98.0016134","204-745-2210 ","R0G 0J0"
"Louise Station","49.2067683","-98.8822353","204-245-0093 ","R0G 1P0"
"Portage & Dist. Recycling","49.98092","-98.272878","204-856-5520 ","R1N 3B9"
"Gateway Resources","49.17768","-97.964611","204-325-7304 ","R0G 1R0"
"Pembina Valley Containers","49.18362","-98.098084","204-822-6859 ","R6M 1Y4"
"Steinbach Eastman Recycling","49.535284","-96.704209","204-326-9681 ","R5G 1X1"
"St. Francois Recycling & nuisance grds","49.983983","-97.6342389","204-864-2092 ","R0H 1H0"
"Responsible Electronic Recycling","50.150548","-96.875687","204-482-2111 ","R1A 1C6"
"Parkland Regional Recycling","51.139976","-100.017943","204-638-5605 ","R7N 2V6"
"Swan River Landfill","52.113291","-101.251492","204-734-4586 ","R0L 1Z0"
"Town of Roblin Recycling","51.23085","-101.353661","204-937-8333 ","R0L 1P0"
"City of Brandon","49.842404","-99.902964","204-729-2281 ","R0K 0W0"
"Virden & District Recycling","49.84251","-100.920034","204-748-1904 ","R0M 2C0"
"RM of Riverside","49.40691","-99.732144","204-776-2113 ","R0K 0S0"
"Shoal Lake & District Recycling Center","50.43692","-100.590721","204-759-2565 ","R0J 1Z0"
"Evergreen Environmental Tech.","50.2470383","-99.8386491","204-867-7161 ","R0J 1E0"
"Waste and Transfer Station","49.87118","-99.357849","204-834-6600 ","R0K 0H0"
"Flin Flon Recycling Center","54.789661","-101.85611","204-687-6169 ","R8A 1S4"
"The Pas Area Recycling","53.813301","-101.231842","204-623-5423 ","R9A 1K8"
"City of Thompson Public Works","55.727363","-97.873059","204-677-7970 ","R8N 1M4"
"A-1 McKinley Transfer","49.913926","-97.098932","204-227-3883 ","R2K 1P7"
"Chisick Metal","49.925633","-97.215346","204-632-1045 ","R2R 0J3"
"Computers for Schools","49.888614","-97.059686","204-988-1790 ","R2J 4B3"
"Industrial Metals","49.890318","-97.098925","204-233-1908 ","R2J 0G5"
"Miller Environmental Corporation","49.928669","-97.197656","204-925-9600 ","R2R 0K3"
"Urbanmine","49.832118","-97.206562","204-774-0192 ","R3P 1A6"
"Western Scrap Metals","49.904091","-97.11943","204-947-0251 ","R2W 3H3"
"RM of Montcalm St Jean-Baptiste","49.2704682","-97.3440926","204-737-2271 ","R0G 2B0"
"RM of Rockwood Stonewall","50.1230384","-97.3107635","204-467-2272 ","R0C 2Z0"
"Town of Teulon","50.3868727","-97.2606903"," ","R0C 3B0"
"RM of Argyle Baldur","49.3856787","-99.2388062"," ","R0K 0B0"
"Franks Computer Sales and Service","49.8400926","-99.9499874","204-728-1040 ","R7A 0J4"
"Town of Birtle","50.4221283","-101.050011"," ","R0M 0C0"
"RM of North Norfolk MacGregor","49.968113","-98.751589"," ","R0H 0R0"
"Boissevain Recycling","49.2440864","-100.0600458"," ","R0K 0E0"
"Gimli Public Works","50.6316521","-97.0401533"," ","R0C 1B0"
"RM of Tache Landfill","49.7147338","-96.8896471"," ","R0A 0Y0"
"RM of Desalaberry","49.4438403","-96.9844937"," ","R0A 1V0"
"RM of Hamiota","50.1374933","-100.5998291"," ","R0M 0T0"
"Town of Killarney","49.181664","-99.664952"," ","R0K1G0"
"Town of Morris","49.3546783","-97.3730553"," ","R0G1K0"
"Equal Opportunity West","49.8819713","-97.3162867"," ","R3K0X4"
"Cartwright","49.0938958","-99.341467"," ","R0K 0L0"
"Brady 4R - City of Winnipeg","49.764297","-97.213867"," ","R3V 0B5"
"Brandon Computers","49.827531","-99.955454","204-717-4365 ","R7A 1M5"
"Mother Earth Recycling","49.906144","-97.133066","204-942-7900 ","R3B 0G7"
"Salvation Army","49.9311408","-97.0678137"," ","R2G 1B9"
"RM of Stuartburn","49.1342446","-96.5622361"," ","R0A 2K0"
"Mr Garbage","49.9103178","-97.1550149","","R3E 1V2"
"Town of Letelier","49.145002","-97.2979543","","R0G 1C0"
"Glenboro Landfill","49.558002","-99.2891025","","R0K 0X0"
"Hartney Landfill","49.4809474","-100.5215318","","R0M 0X0"
"Eriksdale Landfill","50.860281","-98.106163","","R0C 0W0"
" City of Wpg. Pacific Ave 4R","49.9120165","-97.1748324","","R3E 3P1"
"Oak River Landfill","50.1365679","-100.431155","","R0K 1T0"
"Rapid City Landfill","50.1298251","-100.0374001","","R0K 1W0"
"S.S.C.O.P.E.","49.921741","-97.1549299","","R2X 1T8"
"Lac Du Bonnet Transfer Stn.","50.274481","-95.932054","","R0E 1A0"
"RM of St. Laurent ","50.388132","-97.909908","","R0C 2C0"
"RM of Mossey River","51.6467614","-99.9291958","","R0L 2G0"
"Best Buy Prince Albert","53.2006755","-105.7309843"," 306-992-9410 ","S6V 8E3"
"Best Buy #111974","52.1134678","-106.6006022"," (306) 667-0350 ","S7H 5M3"
"Best Buy #110039","52.1468561","-106.6186676"," (306) 955-6800 ","S7N 4V2"
"Best Buy #111955","50.4440459","-104.5320699"," (306) 546-0100 ","S4V 3A4"
